c101

VEHICLE
NUMBER		 CAPACITY
	6				 20

CUSTOMER
CUST NO.     XCOORD.    YCOORD.      DEMAND    READY TIME  DUE DATE  SERVICE TIME  AVAIL. TIME

	 0				   40				   50				    0				   0				  14400				   0				    0
     1				   45				   70				    1				  1500				  2400				   30				    0
     2				   42				   66				    2				  3600				  4200				   60				    0
     3				   42				   68				    2				  0				      3600				   60				    0
     4				   42				   65				    2				  4800				  7200				   60				    0
     5				   40				   69				    4				  3900				  5100				   120				    0
     6				   40				   66				    2				  5100				  6300				   60				    0
     7				   38				   68				    3				  0				      1800				   90				    0
     8				   38				   70				    2				  5700				  6300				   60				    0
     9				   35				   66				    2				  10800				  11400				   60				    0
    10				   35				   69				    4				  900				  2700				   120				    0
    11				   25				   85				    2				  8700				  10800				   60				    0
    12				   22				   75				    2				  6000				  7200				   60				    0
    13				   22				   85				    4				  8400				  9000				   120				    0
    14				   20				   80				    3				  12000				  12900				   90				    0
    15				   15				   75				    4				  300				  600				   120				    0
    16				   15				   80				    2				  4200				  4800				   60				    0
    17				   30				   50				    1				  3600				  4500				   30				    0
    18				   30				   52				    2				  10800				  11700				   60				    0
    19				   28				   52				    4				  2100				  3600				   120				    0
    20				   28				   55				    2				  2700				  3300				   60				    0
    21				   25				   50				    3				  3900				  5400				   90				    0
    22				   25				   55				    2				  7500				  8100				   60				    0
    23				   23				   52				    2				  5100				  6300				   60				    0
    24				   20				   50				    1				  13500				  14100				   30				    0
    25				   20				   55				    1				  6000				  7200				   30				    0
    26				   18				   75				    1				  5100				  6300				   30				    3900
    27				   45				   68				    1				  10800				  12000				   30				    4000
    28				   20				   85				    2				  9000				  9900				   60				    8000
    29				   25				   52				    3				  8700				  9900				   90				    8500
    30				   23				   55				    2				  9900				  10800				   60				    8700
